Date,Campaign name,Ad group name,Advertising channel type,Cost (USD),Impressions,Clicks,CTR,CPC,Conversions,Total conversion value,Search impression share,Search budget lost impression share,Search rank lost impression share,BU,Source,Country,Source_Sheet,Ad set name,Campaign objective,Reach,Frequency,Link clicks,CTR (link click-through rate),CPC (cost per link click),Website purchases,Website conversion value,Website adds to cart,Website checkouts initiated,Website content views,Website purchase ROAS (return on advertising spend)
2022-01-01,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-03,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Competencia,Search,11,37.0,4.0,11.0,3.0,0.0,0.0,1,0,46,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Para Juegos (Gamma Alta),Search,99,181.0,26.0,14.0,4.0,0.0,0.0,1,0,44,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Para Juegos (Gamma Media),Search,29,33.0,5.0,15.0,6.0,0.0,0.0,1,0,45,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Producto ROG,Search,0,18.0,0.0,0.0,0.0,0.0,0.0,23,0,37,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Producto TUF,Search,1,43.0,5.0,12.0,2.0,0.0,0.0,26,0,32,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,Rog Anuncio Fijo,Search,87,7.0,1.0,14.0,87.0,0.0,0.0,11,0,41,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Gaming/Search,TUF Anuncio Fijo,Search,0,10.0,0.0,0.0,0.0,0.0,0.0,19,0,35,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,ASUS Laptop Anuncio Fijo,Search,0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Competencia,Search,137,116.0,4.0,3.0,34.0,0.0,0.0,11,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,General,Search,606,121.0,14.0,12.0,43.0,0.0,0.0,1,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Para All in One,Search,75,59.0,3.0,5.0,25.0,0.0,0.0,11,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Para Creadores,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Para Estudiantes,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Para Tablet,Search,109,154.0,3.0,2.0,36.0,0.0,0.0,11,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Para Trabajo,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,25,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Producto ASUS Laptop,Search,333,86.0,13.0,15.0,26.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Producto VivoBook,Search,203,38.0,3.0,8.0,68.0,0.0,0.0,16,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-04,202108 Notebook/Search,Producto Zenbook,Search,46,26.0,3.0,12.0,15.0,0.0,0.0,21,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Gaming/Search,Competencia,Search,0,2.0,0.0,0.0,0.0,0.0,0.0,33,0,0,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Gaming/Search,Para Juegos (Gamma Alta),Search,5,8.0,1.0,13.0,5.0,0.0,0.0,18,0,0,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Gaming/Search,Producto ROG,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Gaming/Search,Producto TUF,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Gaming/Search,Rog Anuncio Fijo,Search,0,9.0,0.0,0.0,0.0,0.0,0.0,35,0,0,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,ASUS Laptop Anuncio Fijo,Search,38,48.0,8.0,17.0,5.0,0.0,0.0,3,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Competencia,Search,77,185.0,10.0,5.0,8.0,0.0,0.0,1,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,General,Search,7,82.0,2.0,2.0,4.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Para All in One,Search,9,22.0,3.0,14.0,3.0,0.0,0.0,19,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Para Creadores,Search,0,2.0,0.0,0.0,0.0,0.0,0.0,11,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Para Estudiantes,Search,0,2.0,0.0,0.0,0.0,0.0,0.0,11,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Para Tablet,Search,64,100.0,4.0,4.0,16.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Producto ASUS Laptop,Search,909,1150.0,293.0,25.0,3.0,0.0,0.0,32,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Producto VivoBook,Search,73,167.0,16.0,1.0,5.0,0.0,0.0,32,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Producto Zenbook,Search,52,111.0,10.0,9.0,5.0,0.0,0.0,34,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Vivobook Anuncio Fijo,Search,17,31.0,3.0,1.0,6.0,0.0,0.0,46,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-05,202108 Notebook/Search,Zembook Anuncio Fijo,Search,18,25.0,4.0,16.0,5.0,0.0,0.0,61,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Competencia,Search,2,2.0,1.0,5.0,2.0,0.0,0.0,1,0,9,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Para Juegos (Gamma Alta),Search,24,17.0,2.0,12.0,12.0,0.0,0.0,11,0,89,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Para Juegos (Gamma Media),Search,0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,9,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Producto ROG,Search,0,12.0,0.0,0.0,0.0,0.0,0.0,17,0,83,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Producto TUF,Search,8,47.0,3.0,6.0,3.0,0.0,0.0,21,0,79,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,Rog Anuncio Fijo,Search,61,21.0,1.0,5.0,61.0,0.0,0.0,25,0,75,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Gaming/Search,TUF Anuncio Fijo,Search,0,1.0,0.0,0.0,0.0,0.0,0.0,17,0,83,Gaming,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,ASUS Laptop Anuncio Fijo,Search,114,74.0,12.0,16.0,9.0,0.0,0.0,41,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Competencia,Search,21,180.0,3.0,2.0,7.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,General,Search,18,89.0,4.0,4.0,5.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Para All in One,Search,2,26.0,1.0,4.0,2.0,0.0,0.0,14,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Para Creadores,Search,0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Para Estudiantes,Search,0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Para Tablet,Search,15,94.0,1.0,1.0,15.0,0.0,0.0,12,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Para Trabajo,Search,21,10.0,4.0,4.0,5.0,0.0,0.0,16,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Producto ASUS Laptop,Search,466,614.0,184.0,3.0,3.0,0.0,0.0,4,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Producto VivoBook,Search,83,167.0,19.0,11.0,4.0,0.0,0.0,44,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Producto Zenbook,Search,94,98.0,15.0,15.0,6.0,0.0,0.0,39,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Vivobook Anuncio Fijo,Search,0,18.0,0.0,0.0,0.0,0.0,0.0,42,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-06,202108 Notebook/Search,Zembook Anuncio Fijo,Search,7,10.0,1.0,1.0,7.0,0.0,0.0,5,0,0,Notebook,Pure,ACCO,Google CO,,,,,,,,,,,,,
2022-01-07,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-10,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-13,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-14,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-15,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-18,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-19,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-20,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,282,74.0,4.0,5.0,71.0,0.0,0.0,1,0,2,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,565,99.0,15.0,15.0,38.0,0.0,0.0,9,0,1,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,1457,578.0,12.0,2.0,121.0,0.0,0.0,1,0,5,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3139,387.0,24.0,6.0,131.0,0.0,0.0,1,0,2,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3262,644.0,177.0,27.0,18.0,0.0,0.0,84,0,2,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-21,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1339,497.0,13.0,3.0,103.0,0.0,0.0,1,0,1,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,266,41.0,9.0,22.0,3.0,0.0,0.0,1,0,1,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3638,281.0,51.0,18.0,71.0,3.0,184072.0,95,0,5,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,1449,313.0,26.0,8.0,56.0,0.0,0.0,1,0,0,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3046,513.0,93.0,18.0,33.0,0.0,0.0,1,0,1,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3251,550.0,208.0,38.0,16.0,3.0,277394.0,36,0,0,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-22,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1204,449.0,38.0,8.0,32.0,0.0,0.0,1,0,0,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,295,338.0,31.0,9.0,1.0,0.0,0.0,14,0,23,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,2386,186.0,47.0,25.0,51.0,0.0,0.0,88,0,3,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,1441,707.0,85.0,12.0,17.0,0.0,0.0,1,0,5,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3019,2197.0,301.0,14.0,1.0,0.0,0.0,13,0,17,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3263,451.0,175.0,39.0,19.0,0.0,0.0,36,0,1,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-23,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1197,2698.0,148.0,5.0,8.0,0.0,0.0,1,0,18,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,291,477.0,51.0,11.0,6.0,0.0,0.0,24,0,57,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,2308,174.0,33.0,19.0,7.0,0.0,0.0,55,0,2,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,35,837.0,58.0,7.0,6.0,0.0,0.0,12,0,5,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3095,4299.0,607.0,14.0,5.0,33.0,11853.0,24,0,45,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3356,719.0,240.0,33.0,14.0,325.0,82872.0,41,0,1,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-24,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,266,2367.0,68.0,3.0,4.0,0.0,0.0,11,0,8,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,102,195.0,20.0,1.0,5.0,0.0,0.0,22,0,78,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1963,299.0,37.0,12.0,53.0,0.0,0.0,97,0,3,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,1654,2501.0,195.0,8.0,8.0,0.0,0.0,2,0,7,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3032,4658.0,647.0,14.0,5.0,292.0,59854.0,29,0,68,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3311,675.0,232.0,34.0,14.0,325.0,80253.0,43,0,1,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-25,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1688,5582.0,243.0,4.0,7.0,225.0,47214.0,11,0,83,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,403,618.0,55.0,9.0,7.0,0.0,0.0,28,0,72,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,2529,197.0,41.0,21.0,62.0,0.0,0.0,83,0,8,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,809,1904.0,121.0,6.0,7.0,0.0,0.0,19,0,81,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,2161,4793.0,540.0,11.0,4.0,3.0,2013.0,32,0,67,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,336,911.0,319.0,35.0,11.0,0.0,0.0,49,0,3,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-26,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,399,3152.0,105.0,3.0,4.0,0.0,0.0,11,0,87,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,91,30.0,3.0,1.0,3.0,0.0,0.0,14,0,86,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,21,30.0,5.0,17.0,4.0,0.0,0.0,16,0,84,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,471,1272.0,79.0,6.0,6.0,3.0,18409.0,17,0,82,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,1959,1375.0,118.0,9.0,17.0,3.0,263388.0,27,0,73,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,728,760.0,296.0,39.0,2.0,0.0,0.0,73,0,24,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-27,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1895,7489.0,343.0,5.0,6.0,0.0,0.0,12,0,88,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,154,71.0,8.0,11.0,19.0,0.0,0.0,21,0,79,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,118,62.0,11.0,18.0,11.0,0.0,0.0,37,0,63,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,144,137.0,3.0,2.0,48.0,0.0,0.0,14,0,86,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,3133,3502.0,268.0,8.0,12.0,0.0,0.0,35,0,65,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1717,915.0,347.0,38.0,5.0,0.0,0.0,78,0,22,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-28,JMA.ASUS.CO.Notebook.eshop.CONV_Search_Google.AdWords_CO_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1524,1064.0,40.0,4.0,38.0,0.0,0.0,11,0,45,Notebook,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-29,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,91,173.0,6.0,3.0,15.0,0.0,0.0,27,0,73,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-29,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,213,94.0,11.0,12.0,19.0,0.0,0.0,45,0,55,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
2022-01-29,JMA.ASUS.CO.Gaming.eshop.CONV_Search_Google.AdWords_CO_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,1082,468.0,20.0,4.0,54.0,0.0,0.0,16,0,84,Gaming,JMA,ACCO,Google CO,,,,,,,,,,,,,
